created_at,"field1(Temperature ºC )",field2(Humidity),field3(Light),field4(Voltage),"field5(WIFI RSSI)",field6(),field7(),"field8(External Temperature Probe ºC )",field9(),field10(),field11,field12,field13,field14,field15,status,lat,long,elev,wifi,cell,serial,log,wifi_loc,cell_loc,vfield1
2025-05-28T08:09:36-04:00,,,,,-30,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T08:09:32-04:00,20.9812,55.172,0.3,2.849,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,20.58
2025-05-28T08:04:36-04:00,,,,,-32,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T08:04:33-04:00,,,0.3,2.849,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T08:04:32-04:00,20.9384,55.3475,,,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,20.53
2025-05-28T07:59:36-04:00,,,,,-33,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T07:59:33-04:00,,,0.3,2.849,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T07:59:32-04:00,20.7836,55.2789,,,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,20.36
2025-05-28T07:54:36-04:00,,,,,-30,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T07:54:33-04:00,,,0.3,2.849,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T07:54:32-04:00,20.8129,55.1995,,,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,20.39
2025-05-28T07:49:37-04:00,,,,,-31,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T07:49:33-04:00,,,0.3,2.849,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T07:49:32-04:00,20.8129,55.1995,,,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,20.39
2025-05-28T07:44:36-04:00,,,,,-32,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T07:44:32-04:00,20.8263,55.201,0.3,2.849,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,20.41
2025-05-28T07:39:35-04:00,,,,,-30,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T07:39:32-04:00,,,0.15,2.849,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T07:39:31-04:00,20.8396,55.2041,,,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,20.42
2025-05-28T07:34:35-04:00,,,,,-33,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T07:34:32-04:00,,,0.3,2.849,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T07:34:31-04:00,20.8263,55.1461,,,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,20.41
2025-05-28T07:29:35-04:00,,,,,-31,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T07:29:32-04:00,,,0.15,2.849,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T07:29:31-04:00,20.853,55.1308,,,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,20.43
2025-05-28T07:24:35-04:00,,,,,-31,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T07:24:31-04:00,20.869,55.0683,0.15,2.849,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,20.45
2025-05-28T07:19:36-04:00,,,,,-32,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T07:19:32-04:00,20.8957,55.0729,0,2.849,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,20.48
2025-05-28T07:14:35-04:00,,,,,-33,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T07:14:31-04:00,20.9384,55.0591,0.15,2.849,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,20.53
2025-05-28T07:09:35-04:00,,,,,-35,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T07:09:31-04:00,20.9251,55.0347,0,2.849,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,20.51
2025-05-28T07:04:34-04:00,,,,,-31,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T07:04:30-04:00,20.9518,55.0393,0.15,2.849,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,20.54
2025-05-28T06:59:33-04:00,,,,,-31,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T06:59:30-04:00,,,0,2.849,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T06:59:29-04:00,20.9651,54.9538,,,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,20.55
2025-05-28T06:54:33-04:00,,,,,-32,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T06:54:30-04:00,,,0.3,2.849,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T06:54:29-04:00,21.0079,54.9722,,,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,20.6
2025-05-28T06:49:33-04:00,,,,,-32,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T06:49:29-04:00,20.9945,54.8852,0.15,2.849,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,20.58
2025-05-28T06:44:33-04:00,,,,,-31,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T06:44:29-04:00,21.0506,54.8837,0.3,2.849,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,20.64
2025-05-28T06:39:33-04:00,,,,,-32,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T06:39:29-04:00,21.0639,54.8852,0.15,2.849,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,20.66
2025-05-28T06:34:32-04:00,,,,,-31,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T06:34:29-04:00,,,0.15,2.849,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T06:34:28-04:00,21.0639,54.8211,,,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,20.66
2025-05-28T06:29:32-04:00,,,,,-31,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T06:29:28-04:00,21.1334,54.789,0.3,2.8527,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,20.73
2025-05-28T06:24:31-04:00,,,,,-35,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T06:24:28-04:00,,,0.15,2.849,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T06:24:27-04:00,21.1627,54.7738,,,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,20.77
2025-05-28T06:19:32-04:00,,,,,-31,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T06:19:28-04:00,,,0.3,2.849,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-05-28T06:19:27-04:00,21.1334,54.8943,,,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,20.73
2025-05-28T06:14:32-04:00,,,,,-32,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
