created_at,"field1(Temperature ºC )",field2(Humidity),field3(Light),field4(Voltage),"field5(WIFI RSSI)",field6(),field7(),"field8(External Temperature Probe ºC )",field9(),field10(),field11,field12,field13,field14,field15,status,lat,long,elev,wifi,cell,serial,log,wifi_loc,cell_loc,vfield1
2025-06-02T12:36:28-04:00,24.0814,32.3201,347.25,5,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,23.39
2025-06-02T12:36:32-04:00,,,,,-41,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-06-02T12:37:28-04:00,24.0547,32.3186,,,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,23.36
2025-06-02T12:37:29-04:00,,,347.4,5,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-06-02T12:37:32-04:00,,,,,-39,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-06-02T12:38:28-04:00,24.0814,32.3201,,,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,23.39
2025-06-02T12:38:29-04:00,,,344.7,5,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-06-02T12:38:32-04:00,,,,,-39,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-06-02T12:39:28-04:00,24.0681,32.224,,,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,23.37
2025-06-02T12:39:29-04:00,,,345.75,5,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-06-02T12:39:32-04:00,,,,,-41,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-06-02T12:40:28-04:00,24.0253,32.2194,,,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,23.32
2025-06-02T12:40:29-04:00,,,349.65,5,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-06-02T12:40:32-04:00,,,,,-41,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-06-02T12:41:28-04:00,24.0387,32.2332,,,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,23.34
2025-06-02T12:41:29-04:00,,,342.9,5,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-06-02T12:41:35-04:00,,,,,-62,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-06-02T12:42:28-04:00,24.1669,32.1599,,,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,23.48
2025-06-02T12:42:29-04:00,,,345.9,5,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-06-02T12:42:32-04:00,,,,,-38,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-06-02T12:43:28-04:00,24.1508,32.1462,,,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,23.46
2025-06-02T12:43:29-04:00,,,344.1,5,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-06-02T12:43:32-04:00,,,,,-41,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-06-02T12:44:28-04:00,24.1108,32.1859,308.7,5,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,23.42
2025-06-02T12:44:32-04:00,,,,,-38,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-06-02T12:45:28-04:00,24.1108,32.2133,346.35,5,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,23.42
2025-06-02T12:45:32-04:00,,,,,-42,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-06-02T12:46:29-04:00,24.0948,32.2271,344.55,5,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,23.4
2025-06-02T12:46:33-04:00,,,,,-38,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
2025-06-02T12:47:29-04:00,24.0948,32.2545,,,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,23.4
2025-06-02T12:47:30-04:00,,,332.55,5,,,,,,,,,,,,,,,,,,KYAF43XWS1A,,,,
