created_at,"field1(Temperature ºC )",field2(Humidity),field3(Voltage),"field4(WIFI RSSI)",field5,field6,field7,field8,field9,field10,field11,field12,field13,field14,field15,status,lat,long,elev,wifi,cell,serial,log,wifi_loc,cell_loc
2025-06-02T17:35:06-04:00,22.8397,34.8837,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:35:09-04:00,,,,-64,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:36:07-04:00,22.7943,34.8272,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:36:09-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:37:08-04:00,22.8397,34.818,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:37:10-04:00,,,,-66,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:38:08-04:00,22.8397,34.7921,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:38:09-04:00,,,,-66,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:39:08-04:00,22.8237,34.7768,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:39:11-04:00,,,,-67,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:40:09-04:00,22.8531,34.7539,4.0922,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:40:11-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:41:09-04:00,22.8664,34.7951,4.0922,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:41:10-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:42:08-04:00,22.8397,34.7677,4.0922,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:42:10-04:00,,,,-77,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:43:09-04:00,22.8237,34.815,4.0922,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:43:11-04:00,,,,-66,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:44:09-04:00,22.8397,34.8699,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:44:10-04:00,,,,-67,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:45:08-04:00,22.8077,34.9065,4.0922,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:45:10-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:46:09-04:00,22.8077,34.9477,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:46:11-04:00,,,,-66,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:47:10-04:00,22.8077,34.9615,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:47:12-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:48:10-04:00,22.8077,34.9477,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:48:11-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:49:10-04:00,22.8077,34.9615,4.0922,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:49:12-04:00,,,,-67,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:50:11-04:00,22.8237,34.9752,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:50:13-04:00,,,,-66,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:51:11-04:00,22.8077,35.0011,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:51:12-04:00,,,,-67,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:52:11-04:00,22.8237,34.9477,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:52:13-04:00,,,,-66,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:53:12-04:00,22.8397,34.9386,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:53:14-04:00,,,,-66,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:54:12-04:00,22.781,34.9844,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:54:13-04:00,,,,-67,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:55:12-04:00,22.8077,35.0149,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:55:14-04:00,,,,-66,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:56:13-04:00,22.8077,35.0393,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:56:15-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:57:13-04:00,22.781,35.1171,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:57:18-04:00,,,,-66,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:58:12-04:00,22.7516,35.1797,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:58:18-04:00,,,,-68,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:59:13-04:00,22.7382,35.2316,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T17:59:15-04:00,,,,-66,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:00:14-04:00,22.7516,35.1797,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:00:16-04:00,,,,-66,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:01:13-04:00,22.7382,35.1766,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:01:16-04:00,,,,-84,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:02:14-04:00,22.7382,35.2209,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:02:16-04:00,,,,-66,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:03:15-04:00,22.7382,35.259,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:03:18-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:04:15-04:00,22.7249,35.2438,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:04:16-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:05:15-04:00,22.7382,35.2209,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:05:17-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:06:16-04:00,22.7382,35.2209,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:06:18-04:00,,,,-64,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:07:16-04:00,22.7249,35.2819,4.0922,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:07:17-04:00,,,,-66,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:08:16-04:00,22.6955,35.3185,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:08:18-04:00,,,,-64,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:09:17-04:00,22.7089,35.346,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:09:19-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:10:17-04:00,22.6822,35.4101,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:10:18-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:11:16-04:00,22.6528,35.4498,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:11:18-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:12:17-04:00,22.6528,35.5016,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:12:19-04:00,,,,-64,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:13:17-04:00,22.6261,35.5001,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:13:18-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:14:16-04:00,22.6394,35.5245,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:14:18-04:00,,,,-64,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:15:17-04:00,22.6261,35.5642,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:15:19-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:16:18-04:00,22.6394,35.5413,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:16:20-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:17:17-04:00,22.6394,35.5657,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:17:19-04:00,,,,-66,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:18:18-04:00,22.6394,35.5657,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:18:20-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:19:19-04:00,22.6127,35.5779,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:19:21-04:00,,,,-35,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:20:19-04:00,22.6394,35.6191,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:20:21-04:00,,,,-37,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:21:19-04:00,22.6394,35.552,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:21:24-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:22:20-04:00,22.6688,35.5825,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:22:22-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:23:20-04:00,22.6822,35.555,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:23:21-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:24:19-04:00,22.6688,35.5825,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:24:21-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:25:20-04:00,22.6528,35.6329,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:25:22-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:26:20-04:00,22.6394,35.6298,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:26:21-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:27:19-04:00,22.6822,35.6619,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:27:21-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:28:20-04:00,22.6528,35.5917,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:28:22-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:29:20-04:00,22.6822,35.61,4.0922,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:29:22-04:00,,,,-66,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:30:19-04:00,22.6822,35.6344,4.0922,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:30:21-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:31:20-04:00,22.7089,35.5871,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:31:22-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:32:21-04:00,22.7089,35.5978,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:32:23-04:00,,,,-67,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:33:20-04:00,22.7089,35.5734,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:33:22-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:34:21-04:00,22.7249,35.6146,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:34:23-04:00,,,,-68,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:35:22-04:00,22.7089,35.6115,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:35:24-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:36:22-04:00,22.7382,35.5886,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:36:23-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:37:21-04:00,22.781,35.5795,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:37:23-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:38:22-04:00,22.7516,35.5749,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:38:24-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:39:22-04:00,22.781,35.5657,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:39:24-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:40:21-04:00,22.7649,35.5642,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:40:24-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:41:22-04:00,22.7943,35.5657,4.0848,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:41:24-04:00,,,,-64,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:42:23-04:00,22.781,35.5657,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:42:25-04:00,,,,-66,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:43:22-04:00,22.7943,35.5795,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:43:24-04:00,,,,-66,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:44:23-04:00,22.781,35.6054,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:44:25-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:45:24-04:00,22.8077,35.5688,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:45:26-04:00,,,,-64,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:46:24-04:00,22.7943,35.5276,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:46:25-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:47:23-04:00,22.7943,35.555,4.0848,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:47:25-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:48:24-04:00,22.7943,35.5932,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:48:26-04:00,,,,-64,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:49:24-04:00,22.8237,35.5428,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:49:26-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:50:24-04:00,22.8237,35.5688,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:50:25-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:51:24-04:00,22.8397,35.5459,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:51:26-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:52:25-04:00,22.8397,35.5703,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:52:27-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:53:25-04:00,22.7943,35.6344,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:53:26-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:54:25-04:00,22.7943,35.6603,4.0922,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:54:27-04:00,,,,-64,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:55:26-04:00,22.7382,35.7198,4.0848,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:55:28-04:00,,,,-64,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:56:26-04:00,22.7382,35.758,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:56:28-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:57:25-04:00,22.7382,35.758,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:57:28-04:00,,,,-69,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:58:26-04:00,22.7249,35.7855,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:58:28-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:59:27-04:00,22.7249,35.8114,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T18:59:29-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:00:26-04:00,22.6955,35.8221,4.0848,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:00:28-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:01:27-04:00,22.6822,35.845,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:01:29-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:02:28-04:00,22.6955,35.8618,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:02:30-04:00,,,,-62,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:03:27-04:00,22.6688,35.8984,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:03:29-04:00,,,,-62,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:04:28-04:00,22.6822,35.9136,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:04:30-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:05:29-04:00,22.6822,35.9396,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:05:31-04:00,,,,-62,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:06:29-04:00,22.6688,35.9365,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:06:31-04:00,,,,-62,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:07:29-04:00,22.6528,36.0143,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:07:31-04:00,,,,-62,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:08:30-04:00,22.6528,35.9503,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:08:32-04:00,,,,-62,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:09:30-04:00,22.6528,35.9899,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:09:31-04:00,,,,-87,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:10:30-04:00,22.6822,35.9777,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:10:32-04:00,,,,-61,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:11:31-04:00,22.6688,35.9365,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:11:33-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:12:31-04:00,22.6394,35.9731,4.0848,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:12:32-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:13:31-04:00,22.6688,36.0037,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:13:33-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:14:32-04:00,22.7649,35.8816,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:14:34-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:15:32-04:00,22.8077,35.7656,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:15:33-04:00,,,,-64,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:16:31-04:00,22.8397,35.6893,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:16:33-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:17:32-04:00,22.8798,35.642,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:17:34-04:00,,,,-64,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:18:32-04:00,22.8798,35.6283,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:18:34-04:00,,,,-64,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:19:31-04:00,22.8931,35.5886,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:19:33-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:20:32-04:00,22.8931,35.6023,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:20:34-04:00,,,,-36,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:21:33-04:00,22.8931,35.5886,4.0848,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:21:35-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:22:33-04:00,22.8664,35.6115,4.0848,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:22:35-04:00,,,,-64,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:23:32-04:00,22.8531,35.6512,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:23:34-04:00,,,,-69,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:24:33-04:00,22.8237,35.7656,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:24:35-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:25:34-04:00,22.781,35.8038,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:25:36-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:26:33-04:00,22.7649,35.8679,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:26:35-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:27:34-04:00,22.7382,35.8663,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:27:36-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:28:35-04:00,22.7249,35.9579,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:28:37-04:00,,,,-65,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:29:35-04:00,22.7249,35.9304,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:29:36-04:00,,,,-64,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
2025-06-02T19:30:35-04:00,22.6955,35.967,4.0885,,,,,,,,,,,,,,,,,,,HF8PM1TGS1A,,,
