Timestamp,Temperature (°C),Humidity (%),Pressure (hPa),Gas Resistance (Ω),Violet (450nm),Blue (500nm),Green (550nm),Yellow (570nm),Orange (600nm),Red (650nm),Ambient Light (lux)
2025-06-03 11:24:06,29.21,22.08,1018.88,102400000.00,26.98,28.23,50.01,48.72,47.91,29.72,439.22
2025-06-03 11:25:06,29.46,21.73,1018.88,102400000.00,26.98,28.23,50.01,48.72,46.91,29.72,413.41
2025-06-03 11:26:07,29.74,21.07,1018.88,102400000.00,26.98,28.23,50.01,48.72,47.91,29.72,447.28
2025-06-03 11:27:07,29.93,20.95,1018.90,102400000.00,25.81,26.95,48.88,47.76,45.91,28.82,444.06
2025-06-03 11:28:07,30.01,21.26,1018.91,102400000.00,24.64,24.38,39.78,40.12,42.92,27.01,441.37
2025-06-03 11:29:07,30.02,21.43,1018.92,102400000.00,26.98,26.95,48.88,47.76,46.91,29.72,444.60
2025-06-03 11:30:07,30.04,21.45,1018.94,102400000.00,25.81,26.95,46.60,46.81,45.91,27.91,442.44
2025-06-03 11:31:07,30.04,21.48,1018.95,102400000.00,25.81,25.66,46.60,45.85,44.91,27.91,441.91
2025-06-03 11:32:08,30.01,21.58,1018.94,102400000.00,25.81,25.66,46.60,45.85,44.91,27.91,440.83
2025-06-03 11:33:08,30.01,21.48,1018.96,102400000.00,26.98,26.95,48.88,47.76,47.91,29.72,445.67
2025-06-03 11:34:08,30.00,21.50,1018.97,102400000.00,26.98,26.95,47.74,46.81,46.91,28.82,443.52
2025-06-03 11:35:08,29.96,21.61,1018.98,102400000.00,26.98,26.95,48.88,47.76,47.91,29.72,442.44
2025-06-03 11:36:08,29.84,21.99,1018.95,102400000.00,26.98,26.95,48.88,47.76,47.91,29.72,445.13
2025-06-03 11:37:09,29.64,22.52,1018.98,102400000.00,26.98,26.95,48.88,47.76,46.91,29.72,445.13
2025-06-03 11:38:09,29.47,22.73,1018.96,102400000.00,26.98,26.95,48.88,47.76,46.91,29.72,444.60
2025-06-03 11:39:09,29.32,22.82,1018.93,102400000.00,26.98,26.95,47.74,47.76,46.91,29.72,439.76
2025-06-03 11:40:09,29.21,22.86,1018.95,102400000.00,26.98,26.95,47.74,46.81,45.91,28.82,441.37
2025-06-03 11:41:09,29.13,22.82,1018.93,102400000.00,26.98,26.95,47.74,46.81,45.91,28.82,442.44
2025-06-03 11:42:10,29.05,22.85,1018.90,102400000.00,25.81,25.66,46.60,45.85,45.91,28.82,441.91
2025-06-03 11:43:10,28.99,22.91,1018.89,102400000.00,24.64,25.66,45.47,44.90,43.91,27.91,437.07
2025-06-03 11:44:10,28.92,22.97,1018.88,102400000.00,26.98,26.95,48.88,47.76,47.91,29.72,441.37
2025-06-03 11:45:10,28.87,22.95,1018.88,102400000.00,26.98,26.95,47.74,46.81,46.91,28.82,441.91
2025-06-03 11:46:10,28.91,22.72,1018.88,102400000.00,26.98,26.95,47.74,46.81,45.91,28.82,439.76
2025-06-03 11:47:10,29.03,22.22,1018.88,102400000.00,25.81,25.66,46.60,45.85,45.91,27.91,438.68
2025-06-03 11:48:11,29.14,22.05,1018.88,102400000.00,26.98,26.95,48.88,47.76,47.91,29.72,439.22
2025-06-03 11:49:11,29.23,22.03,1018.88,102400000.00,26.98,26.95,47.74,46.81,45.91,28.82,437.61
2025-06-03 11:50:11,29.32,21.91,1018.86,102400000.00,25.81,25.66,46.60,45.85,45.91,28.82,439.22
2025-06-03 11:51:11,29.42,21.77,1018.87,102400000.00,25.81,25.66,47.74,46.81,45.91,28.82,440.83
2025-06-03 11:52:11,29.49,21.73,1018.86,102400000.00,21.12,17.96,25.01,26.75,37.93,24.31,432.77
2025-06-03 11:53:12,29.55,21.75,1018.84,102400000.00,21.12,17.96,25.01,26.75,37.93,24.31,433.31
2025-06-03 11:54:12,29.61,21.69,1018.81,102400000.00,21.12,17.96,25.01,26.75,37.93,24.31,432.23
2025-06-03 11:55:12,29.65,21.65,1018.83,102400000.00,24.64,24.38,44.33,42.99,42.92,27.01,435.46
2025-06-03 11:56:12,29.66,21.63,1018.80,102400000.00,26.98,26.95,47.74,47.76,46.91,28.82,438.68
2025-06-03 11:57:12,29.67,21.72,1018.76,102400000.00,26.98,26.95,47.74,47.76,46.91,29.72,438.14
2025-06-03 11:58:13,29.67,21.73,1018.74,102400000.00,26.98,26.95,47.74,46.81,45.91,28.82,439.22
2025-06-03 11:59:13,29.67,21.75,1018.72,102400000.00,26.98,26.95,47.74,46.81,46.91,28.82,438.68
2025-06-03 12:00:13,29.66,21.75,1018.71,102400000.00,25.81,25.66,46.60,45.85,44.91,27.91,439.22
2025-06-03 12:01:13,29.70,21.65,1018.69,102400000.00,25.81,25.66,46.60,45.85,44.91,27.91,439.76
2025-06-03 12:02:13,29.76,21.49,1018.64,102400000.00,25.81,25.66,46.60,45.85,44.91,27.91,439.22
2025-06-03 12:03:13,29.77,21.48,1018.62,102400000.00,26.98,26.95,48.88,47.76,47.91,29.72,439.22
2025-06-03 12:04:14,29.75,21.61,1018.62,102400000.00,26.98,26.95,48.88,47.76,47.91,29.72,439.22
2025-06-03 12:05:14,29.62,22.09,1018.61,102400000.00,26.98,26.95,47.74,47.76,46.91,29.72,438.68
2025-06-03 12:06:14,29.54,22.33,1018.62,102400000.00,25.81,25.66,46.60,45.85,44.91,27.91,437.61
2025-06-03 12:07:14,29.61,21.54,1018.64,102400000.00,25.81,25.66,46.60,45.85,44.91,27.91,437.61
2025-06-03 12:08:14,29.68,21.57,1018.67,102400000.00,25.81,25.66,46.60,45.85,44.91,27.91,437.07
2025-06-03 12:09:15,29.77,21.27,1018.65,102400000.00,25.81,25.66,46.60,45.85,44.91,27.91,437.61
2025-06-03 12:10:15,29.86,21.19,1018.66,102400000.00,25.81,25.66,46.60,45.85,45.91,27.91,437.61
2025-06-03 12:11:15,29.92,21.16,1018.69,102400000.00,26.98,26.95,48.88,47.76,47.91,29.72,440.29
2025-06-03 12:12:15,29.94,21.21,1018.67,102400000.00,25.81,25.66,46.60,45.85,45.91,28.82,438.14
2025-06-03 12:13:15,29.95,21.26,1018.67,102400000.00,25.81,25.66,45.47,44.90,45.91,28.82,437.61
2025-06-03 12:14:16,29.95,21.27,1018.67,102400000.00,26.98,26.95,46.60,46.81,46.91,29.72,439.22
2025-06-03 12:15:16,29.95,21.33,1018.69,102400000.00,26.98,26.95,46.60,45.85,46.91,28.82,438.68
2025-06-03 12:16:16,29.99,21.09,1018.69,102400000.00,25.81,25.66,45.47,44.90,45.91,28.82,437.07
2025-06-03 12:17:16,30.09,20.84,1018.69,102400000.00,25.81,25.66,45.47,45.85,45.91,28.82,434.92
2025-06-03 12:18:16,30.16,20.81,1018.74,102400000.00,25.81,25.66,45.47,44.90,45.91,28.82,435.46
2025-06-03 12:19:16,30.15,20.98,1018.76,102400000.00,25.81,25.66,45.47,45.85,45.91,28.82,435.46
2025-06-03 12:20:17,30.07,21.28,1018.75,102400000.00,26.98,26.95,46.60,45.85,45.91,28.82,436.53
2025-06-03 12:21:17,29.98,21.46,1018.77,102400000.00,25.81,25.66,46.60,45.85,45.91,28.82,435.99
2025-06-03 12:22:17,29.93,21.40,1018.78,102400000.00,25.81,25.66,45.47,44.90,45.91,28.82,437.07
2025-06-03 12:23:17,29.83,21.54,1018.77,102400000.00,26.98,26.95,46.60,45.85,46.91,28.82,435.99
2025-06-03 12:24:17,29.77,21.64,1018.79,102400000.00,26.98,25.66,46.60,45.85,45.91,28.82,436.53
2025-06-03 12:25:18,29.78,21.51,1018.80,102400000.00,25.81,25.66,46.60,45.85,45.91,28.82,436.53
2025-06-03 12:26:18,29.78,21.44,1018.82,102400000.00,25.81,25.66,46.60,45.85,45.91,28.82,434.38
2025-06-03 12:27:18,29.80,21.37,1018.83,102400000.00,26.98,26.95,46.60,46.81,46.91,29.72,435.99
2025-06-03 12:28:18,29.83,21.28,1018.81,102400000.00,25.81,25.66,46.60,45.85,46.91,28.82,435.99
2025-06-03 12:29:18,29.84,21.36,1018.80,102400000.00,25.81,25.66,45.47,44.90,45.91,28.82,433.84
2025-06-03 12:30:18,29.86,21.27,1018.82,102400000.00,26.98,25.66,45.47,45.85,46.91,29.72,436.53
2025-06-03 12:31:19,29.91,21.20,1018.83,102400000.00,26.98,25.66,45.47,44.90,46.91,28.82,436.53
2025-06-03 12:32:19,29.96,21.03,1018.83,102400000.00,26.98,25.66,45.47,44.90,46.91,28.82,435.99
2025-06-03 12:33:19,29.98,21.02,1018.82,102400000.00,26.98,25.66,45.47,44.90,46.91,28.82,435.46
2025-06-03 12:34:19,29.96,21.19,1018.84,102400000.00,25.81,25.66,44.33,43.94,45.91,28.82,438.14
2025-06-03 12:35:19,29.81,21.66,1018.79,102400000.00,25.81,25.66,44.33,43.94,45.91,28.82,433.31
2025-06-03 12:36:20,29.68,21.97,1018.84,102400000.00,28.16,26.95,45.47,45.85,47.91,30.62,436.53
2025-06-03 12:37:20,29.67,21.56,1018.83,102400000.00,25.81,24.38,43.19,42.99,45.91,28.82,433.84
2025-06-03 12:38:20,29.60,21.70,1018.81,102400000.00,26.98,25.66,44.33,43.94,46.91,29.72,435.99
2025-06-03 12:39:20,29.62,21.51,1018.82,102400000.00,26.98,25.66,44.33,43.94,46.91,29.72,434.92
2025-06-03 12:40:20,29.67,21.31,1018.83,102400000.00,26.98,25.66,44.33,43.94,46.91,29.72,435.46
2025-06-03 12:41:21,29.74,21.17,1018.82,102400000.00,26.98,25.66,44.33,43.94,46.91,29.72,434.92
2025-06-03 12:42:21,29.78,21.19,1018.84,102400000.00,26.98,25.66,43.19,42.99,46.91,28.82,434.92
2025-06-03 12:43:21,29.81,21.21,1018.83,102400000.00,26.98,25.66,43.19,42.99,46.91,28.82,434.38
2025-06-03 12:44:21,29.82,21.21,1018.84,102400000.00,26.98,25.66,44.33,43.94,47.91,29.72,435.46
2025-06-03 12:45:21,29.82,21.24,1018.81,102400000.00,26.98,25.66,44.33,43.94,47.91,29.72,437.61
2025-06-03 12:46:21,29.85,21.21,1018.81,102400000.00,26.98,25.66,44.33,43.94,46.91,29.72,438.14
2025-06-03 12:47:22,29.89,21.06,1018.82,102400000.00,26.98,25.66,43.19,42.99,46.91,28.82,406.96
2025-06-03 12:48:22,29.92,21.07,1018.84,102400000.00,26.98,25.66,43.19,43.94,47.91,29.72,438.14
2025-06-03 12:49:22,29.93,21.01,1018.83,102400000.00,25.81,24.38,42.06,42.03,45.91,28.82,435.46
2025-06-03 12:50:22,29.94,21.06,1018.85,102400000.00,4.69,5.13,5.68,5.73,4.99,3.60,64.51
2025-06-03 12:51:22,29.94,21.07,1018.85,102400000.00,4.69,5.13,5.68,5.73,4.99,3.60,63.97
2025-06-03 12:52:23,29.94,20.96,1018.84,102400000.00,4.69,5.13,5.68,5.73,4.99,3.60,64.51
2025-06-03 12:53:23,29.93,21.04,1018.83,102400000.00,4.69,5.13,5.68,5.73,4.99,3.60,63.97
2025-06-03 12:54:23,29.89,21.05,1018.82,102400000.00,4.69,5.13,5.68,5.73,4.99,3.60,64.51
2025-06-03 12:55:23,29.85,21.17,1018.80,102400000.00,3.52,5.13,5.68,5.73,4.99,3.60,63.97
2025-06-03 12:56:23,29.82,21.14,1018.80,102400000.00,4.69,5.13,5.68,4.78,4.99,3.60,63.97
2025-06-03 12:57:24,29.80,21.19,1018.80,102400000.00,3.52,5.13,5.68,4.78,4.99,3.60,63.44
2025-06-03 12:58:24,29.75,21.23,1018.77,102400000.00,3.52,5.13,5.68,4.78,4.99,3.60,63.44
2025-06-03 12:59:24,29.72,21.22,1018.74,102400000.00,3.52,5.13,5.68,4.78,4.99,3.60,63.97
2025-06-03 13:00:24,29.68,21.24,1018.74,102400000.00,3.52,5.13,5.68,4.78,4.99,3.60,63.44
2025-06-03 13:01:24,29.66,21.28,1018.71,102400000.00,3.52,5.13,5.68,4.78,4.99,3.60,63.44
2025-06-03 13:02:24,29.65,21.18,1018.71,102400000.00,3.52,5.13,5.68,4.78,4.99,3.60,62.90
2025-06-03 13:03:25,29.66,21.13,1018.70,102400000.00,3.52,5.13,5.68,4.78,4.99,3.60,62.90
2025-06-03 13:04:25,29.65,21.15,1018.70,102400000.00,3.52,5.13,5.68,4.78,4.99,3.60,62.36
2025-06-03 13:05:25,29.63,21.14,1018.69,102400000.00,3.52,5.13,5.68,4.78,4.99,3.60,59.67
2025-06-03 13:06:25,29.62,21.17,1018.68,102400000.00,3.52,5.13,5.68,4.78,4.99,3.60,58.60
2025-06-03 13:07:25,29.62,21.15,1018.71,102400000.00,3.52,5.13,5.68,4.78,4.99,3.60,58.60
2025-06-03 13:08:26,29.64,21.08,1018.69,102400000.00,3.52,3.85,5.68,4.78,3.99,2.70,58.06
2025-06-03 13:09:26,29.64,21.00,1018.69,102400000.00,3.52,5.13,5.68,4.78,4.99,3.60,59.67
2025-06-03 13:10:26,29.64,21.05,1018.75,102400000.00,3.52,5.13,5.68,4.78,4.99,3.60,58.60
2025-06-03 13:11:26,29.61,21.08,1018.69,102400000.00,3.52,5.13,5.68,4.78,3.99,2.70,58.06
2025-06-03 13:12:26,29.58,21.19,1018.68,102400000.00,3.52,3.85,5.68,4.78,3.99,2.70,57.52
2025-06-03 13:13:26,29.55,21.20,1018.67,102400000.00,3.52,3.85,5.68,4.78,3.99,2.70,57.52
2025-06-03 13:14:27,29.53,21.14,1018.65,102400000.00,3.52,3.85,5.68,4.78,3.99,2.70,56.99
2025-06-03 13:15:27,29.52,21.17,1018.62,102400000.00,3.52,3.85,5.68,4.78,3.99,2.70,56.99
2025-06-03 13:16:27,29.51,21.06,1018.62,102400000.00,3.52,3.85,4.55,4.78,3.99,2.70,56.99
2025-06-03 13:17:27,29.51,21.08,1018.60,102400000.00,3.52,3.85,5.68,4.78,3.99,2.70,56.45
2025-06-03 13:18:27,29.51,20.99,1018.59,102400000.00,3.52,3.85,5.68,4.78,3.99,2.70,56.45
2025-06-03 13:19:28,29.52,21.04,1018.57,102400000.00,3.52,3.85,4.55,4.78,3.99,2.70,56.45
2025-06-03 13:20:28,29.52,21.06,1018.54,102400000.00,3.52,3.85,4.55,4.78,3.99,2.70,55.91
2025-06-03 13:21:28,29.52,21.07,1018.53,102400000.00,3.52,3.85,4.55,4.78,3.99,2.70,55.37
2025-06-03 13:22:28,29.52,21.01,1018.50,102400000.00,3.52,3.85,4.55,4.78,3.99,2.70,56.45
2025-06-03 13:23:28,29.51,21.09,1018.49,102400000.00,3.52,3.85,4.55,4.78,3.99,2.70,55.37
2025-06-03 13:24:29,29.51,21.00,1018.48,102400000.00,3.52,3.85,4.55,4.78,3.99,2.70,54.84
2025-06-03 13:25:29,29.52,21.02,1018.46,102400000.00,3.52,3.85,4.55,4.78,3.99,2.70,55.37
2025-06-03 13:26:29,29.55,20.91,1018.48,102400000.00,25.81,24.38,43.19,42.99,46.91,29.72,432.23
2025-06-03 13:27:29,29.56,20.87,1018.43,102400000.00,25.81,24.38,43.19,42.99,46.91,29.72,431.16
2025-06-03 13:28:29,29.56,20.98,1018.42,102400000.00,25.81,24.38,43.19,42.99,46.91,28.82,431.16
2025-06-03 13:29:29,29.56,20.99,1018.41,102400000.00,25.81,24.38,43.19,42.99,46.91,28.82,430.08
2025-06-03 13:30:30,29.55,21.02,1018.41,102400000.00,25.81,24.38,43.19,42.99,46.91,28.82,430.08
2025-06-03 13:31:30,29.55,21.10,1018.39,102400000.00,25.81,24.38,43.19,42.99,46.91,28.82,429.54
2025-06-03 13:32:30,29.56,21.05,1018.37,102400000.00,25.81,24.38,42.06,42.99,46.91,28.82,428.47
2025-06-03 13:33:30,29.61,20.81,1018.35,102400000.00,25.81,24.38,42.06,42.99,46.91,28.82,428.47
2025-06-03 13:34:30,29.65,20.80,1018.37,102400000.00,25.81,24.38,42.06,42.99,46.91,28.82,428.47
2025-06-03 13:35:31,29.68,20.73,1018.36,102400000.00,25.81,24.38,42.06,42.99,46.91,28.82,428.47
2025-06-03 13:36:31,29.71,20.71,1018.35,102400000.00,25.81,24.38,42.06,42.99,46.91,28.82,428.47
2025-06-03 13:37:31,29.72,20.75,1018.37,102400000.00,25.81,24.38,42.06,42.99,46.91,28.82,427.93
2025-06-03 13:38:31,29.70,20.84,1018.39,102400000.00,25.81,24.38,42.06,42.03,46.91,28.82,427.39
2025-06-03 13:39:31,29.70,20.85,1018.36,102400000.00,25.81,24.38,42.06,42.03,46.91,28.82,427.39
2025-06-03 13:40:32,29.68,20.86,1018.36,102400000.00,25.81,24.38,42.06,42.03,46.91,28.82,426.85
2025-06-03 13:41:32,29.66,20.93,1018.38,102400000.00,25.81,24.38,42.06,42.03,46.91,28.82,426.85
2025-06-03 13:42:32,29.63,20.95,1018.35,102400000.00,25.81,24.38,42.06,42.03,45.91,28.82,426.32
2025-06-03 13:43:32,29.61,20.95,1018.34,102400000.00,25.81,24.38,42.06,42.03,46.91,28.82,426.32
2025-06-03 13:44:32,29.59,20.98,1018.35,102400000.00,25.81,24.38,42.06,42.03,45.91,28.82,425.24
2025-06-03 13:45:32,29.57,21.02,1018.37,102400000.00,25.81,24.38,42.06,42.03,45.91,28.82,425.24
2025-06-03 13:46:33,29.57,20.96,1018.38,102400000.00,25.81,24.38,42.06,42.03,45.91,28.82,425.24
2025-06-03 13:47:33,29.56,20.86,1018.38,102400000.00,25.81,24.38,42.06,42.03,45.91,28.82,424.70
2025-06-03 13:48:33,29.56,20.86,1018.36,102400000.00,25.81,24.38,42.06,42.03,45.91,28.82,424.17
2025-06-03 13:49:33,29.55,20.89,1018.37,102400000.00,25.81,24.38,42.06,42.03,45.91,28.82,424.70
2025-06-03 13:50:33,29.55,20.95,1018.38,102400000.00,25.81,24.38,42.06,42.03,45.91,28.82,424.17
2025-06-03 13:51:34,29.55,20.82,1018.38,102400000.00,24.64,23.10,39.78,40.12,42.92,27.01,404.81
2025-06-03 13:56:40,29.59,21.05,1018.36,102400000.00,31.68,44.91,97.76,88.84,0.00,0.00,376.32
2025-06-03 13:57:40,29.58,20.91,1018.34,102400000.00,34.02,47.48,101.17,91.70,62.88,32.42,415.56
2025-06-03 13:58:40,29.54,21.03,1018.35,102400000.00,34.02,48.76,102.30,92.66,62.88,32.42,425.24
